,광역시도,시군구,20~39세계,20~39세여자,65세이상계,인구수계,인구수남자,인구수여자,소멸비율,소멸위기지역,ID,y,x,여성비,2030여성비
213,전북,익산시,64767,30694,49006,270779,134541,136238,1.2526629392319308,0,익산,16,3,0.3133551715605698,-2.6085815307178017
214,전북,임실군,4078,1953,8782,25064,12476,12588,0.4447734001366431,1,임실,19,4,0.22342802425789898,-2.108876900441392
215,전북,장수군,2972,1422,6777,20084,9869,10215,0.4196547144754316,1,장수,17,5,0.8613821947819122,-2.1534320323014775
216,전북,정읍시,17454,8352,27007,99749,49037,50712,0.6185063131780649,1,정읍,18,2,0.8396074146106769,-2.1485046407700215
217,전북,진안군,3123,1561,7722,22048,10926,11122,0.4042994042994043,1,진안,18,4,0.4444847605225011,-0.016010246557796037
218,제주,서귀포시,34640,17328,31129,164899,82173,82726,1.1133027080857079,0,서귀포,26,5,0.16767839707942933,0.023094688221714232
219,제주,제주시,114518,57292,61965,458548,227688,230860,1.8491729201968854,0,제주,25,5,0.34587436865933796,0.02881643060479444
220,충남,계룡시,8354,4111,4456,40062,19798,20264,1.845152603231598,0,계룡,14,4,0.5815985222904496,-0.7900406990663134
221,충남,공주시,21079,10077,24031,98934,49143,49791,0.8386667221505555,1,공주,12,4,0.3274910546424925,-2.1941268561127214
222,충남,금산군,8222,3745,14314,48333,24142,24191,0.5232639374039402,1,금산,15,3,0.050690004758657814,-4.451471661396256
223,충남,논산시,21283,10059,27347,109021,53875,55146,0.735656561962921,1,논산,14,3,0.5829152181689778,-2.736926185218247
224,충남,당진시,37981,16874,27802,156610,81970,74640,1.2138695057909503,0,당진,12,1,-2.3402081603984435,-5.57252310365709
225,충남,동남구,69793,34341,32604,251256,125551,125705,2.106551343393449,0,천안 동남,11,2,0.03064603432355595,-0.7959250927743466
226,충남,보령시,17433,7920,23385,93070,46468,46602,0.6773572803078897,1,보령,13,2,0.07198882561513242,-4.568921011874033
227,충남,부여군,9004,4129,20327,60848,29958,30890,0.4062576868204851,1,부여,14,2,0.7658427557191705,-4.14260328742781
228,충남,서북구,123468,60130,30501,375397,189764,185633,3.94282154683453,0,천안 서북,11,3,-0.5502175030700829,-1.299122039718792
229,충남,서산시,37824,17285,29258,163658,83783,79875,1.1815571809419645,0,서산,13,1,-1.1939532439599665,-4.301501692047377
230,충남,서천군,6788,3017,17125,48065,23558,24507,0.35235036496350364,1,서천,15,2,0.9872048267970501,-5.553918680023573
231,충남,아산시,82081,39132,37285,298717,152655,146062,2.099074694917527,0,아산,11,1,-1.1035528610691736,-2.325142237545841
232,충남,예산군,12312,5622,22163,73032,36332,36700,0.5073320398862969,1,예산,12,3,0.25194435316026054,-4.337231968810917
233,충남,청양군,4356,1929,10023,28735,14435,14300,0.3849146961987429,1,청양,13,3,-0.23490516791369598,-5.7162534435261705
234,충남,태안군,9463,4122,17252,57081,28668,28413,0.4778576396939485,1,태안,11,0,-0.22336679455510766,-6.440874986790657
235,충남,홍성군,19959,9656,21525,94962,46923,48039,0.8971893147502904,1,홍성,12,2,0.5876034624376025,-1.6208226865073394
236,충북,괴산군,5135,2159,11428,34160,17360,16800,0.37784389219460973,1,괴산,12,8,-0.8196721311475419,-7.955209347614412
237,충북,단양군,3842,1746,7955,26478,13293,13185,0.43896920175989945,1,단양,11,7,-0.20394289598912319,-4.554919312857885
238,충북,보은군,4288,1949,10025,29945,14864,15081,0.3888279301745636,1,보은,13,8,0.36233094005676536,-4.54757462686567
239,충북,상당구,39870,19444,25585,167873,82711,85162,1.519953097518077,0,청주 상당,14,6,0.7300161431558427,-1.2315023827439153
240,충북,서원구,53447,25609,26464,197002,97386,99616,1.9353839177750907,0,청주 서원,14,7,0.5659841016842471,-2.085243325163244
241,충북,영동군,7450,3394,13433,44563,22177,22386,0.5053227127224,1,영동,15,7,0.2344994726566907,-4.442953020134227
242,충북,옥천군,7557,3530,13177,46182,22957,23225,0.5357820444714275,1,옥천,15,6,0.29015633796717344,-3.2883419346301457
243,충북,음성군,18696,8489,16864,85751,44540,41211,1.006759962049336,0,음성,11,5,-1.941085235157608,-4.59456568249893
244,충북,제천시,26688,12484,26116,126666,63363,63303,0.9560422729361311,1,제천,10,7,-0.023684335180712557,-3.2224220623501223
245,충북,증평군,9059,4087,5720,35464,18166,17298,1.4290209790209791,0,증평,13,6,-1.223776223776224,-4.8846451043161485
246,충북,진천군,18978,8623,12143,76197,39378,36819,1.4202421147986495,0,진천,12,5,-1.6791999685026981,-4.563178417114555
247,충북,청원구,57755,26880,21908,188723,95997,92726,2.4538981194084353,0,청주 청원,13,7,-0.8666140322059313,-3.458575015150206
248,충북,충주시,47183,21483,37574,201057,101311,99746,1.1435034864533986,0,충주,12,6,-0.3891931143904459,-4.468770531759319
249,충북,흥덕구,75036,36141,26340,248926,124808,124118,2.7441913439635535,0,청주 흥덕,12,7,-0.13859540586358965,-1.8351191428114533
